"","Codigo","Companhia","Ano","Remuneração.Média","RMRankit","RMM"
"459",73,"ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.","2016",815677.2,221,0.48
"1147",203,"CEMIG TELECOMUNICAÇÕES S/A","2013",815670.4,220,0.47
"513",83,"CIA ENERG CEARA - COELCE","2016",815327.6,219,0.47
"2987",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2010",815305.6,218,0.47
"3006",579,"CENTRAIS ELETRICAS DE SANTA CATARINA S.A","2012",815207.5,217,0.47
"2979",568,"FLEX GESTÃO DE RELACIONAMENTO S.A.","2016",815119.8,216,0.47
"150",24,"WETZEL S.A. EM RECUPERAÇÃO JUDICIAL","2011",815000,215,0.46
"3008",579,"CENTRAIS ELETRICAS DE SANTA CATARINA S.A","2010",814546.9,214,0.46
"2153",390,"COMPANHIA CELG DE PARTICIPAÇÕES","2016",814159.1,213,0.46
"2412",437,"CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO SA","2012",813600,212,0.46
"272",43,"ÉVORA S.A.","2013",812500,211,0.45
"818",139,"BICICLETAS MONARK SA","2015",810000,210,0.45
"3113",597,"COMPANHIA PAULISTA DE FORCA LUZ - CPFL","2013",809333.3,209,0.45
"3231",615,"MENDES JUNIOR ENGENHARIA SA","2012",807919.2,208,0.45
"3052",586,"CIA SEGUROS ALIANCA BAHIA","2010",807852.5,207,0.45
"1185",209,"CPFL GERAÇÃO DE ENERGIA S/A","2015",804000,206,0.44
"2922",542,"BRQ SOLUÇÕES EM INFORMÁTICA S.A.","2016",800367.5,205,0.44
"62",11,"TEKA TECELAGEM KUEHNRICH SA - EM RECUPERAÇÃO JUDICIAL","2013",800331.9,204,0.44
"358",57,"TEC TOY S/A","2010",8e+05,203,0.44
"1961",359,"SPRINGS GLOBAL PARTICIPAÇÕES S/A","2012",8e+05,202,0.44
"3242",617,"CORREA RIBEIRO SA COM IND","2017",8e+05,201,0.43
"3243",617,"CORREA RIBEIRO SA COM IND","2016",8e+05,200,0.43
"3244",617,"CORREA RIBEIRO SA COM IND","2015",8e+05,199,0.43
"3245",617,"CORREA RIBEIRO SA COM IND","2014",8e+05,198,0.43
"3246",617,"CORREA RIBEIRO SA COM IND","2013",8e+05,197,0.42
"3247",617,"CORREA RIBEIRO SA COM IND","2012",8e+05,196,0.42
"2199",397,"UNIDAS S/A","2010",799938.6,195,0.42
"1202",213,"ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","2013",799861,194,0.42
"518",83,"CIA ENERG CEARA - COELCE","2011",799183,193,0.42
"2684",487,"UNICASA INDÚSTRIA DE MÓVEIS S.A.","2015",799066.7,192,0.41
"3250",618,"DOHLER S.A.","2017",795500,191,0.41
"148",24,"WETZEL S.A. EM RECUPERAÇÃO JUDICIAL","2013",794416.7,190,0.41
"3058",587,"CIA TECIDOS NORTE DE MINAS - COTEMINAS","2012",792833.3,189,0.41
"1328",244,"COMPANHIA DE SANEAMENTO DE MINAS GERAIS","2014",791178.1,188,0.4
"2858",521,"AGUAS GUARIROBA S.A.","2016",787878.8,187,0.4
"922",156,"CONCES DA ROD OSÓRIO-POA S/A - CONCEPA","2015",787362.6,186,0.4
"1164",205,"BRAZILIAN SECURITIES CIA SECURITIZAÇÃO","2012",780689,185,0.4
"2897",533,"YOU INC INCORPORADORA E PARTICIPAÇÕES S.A.","2017",780000,184,0.4
"2898",533,"YOU INC INCORPORADORA E PARTICIPAÇÕES S.A.","2016",780000,183,0.39
"3536",664,"MINASMAQUINAS SA","2016",779466.7,182,0.39
"822",139,"BICICLETAS MONARK SA","2011",776760,181,0.39
"3409",645,"JOAO FORTES ENGENHARIA SA","2013",775783.9,180,0.39
"3410",645,"JOAO FORTES ENGENHARIA SA","2012",775783.9,179,0.39
"3634",679,"ALFA HOLDINGS SA","2014",775729,178,0.38
"3161",603,"KARSTEN SA","2010",775408.8,177,0.38
"512",83,"CIA ENERG CEARA - COELCE","2017",775395.9,176,0.38
"110",19,"BANCO DO ESTADO DO PARÁ S/A.","2015",775233.2,175,0.38
"3128",599,"GERDAU S.A.","2014",774864.8,174,0.37
"3043",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2011",773252.7,173,0.37
"2459",445,"CONCESSIONARIA AUTO RAPOSO TAVARES SA-CART","2013",773000,172,0.37
"1757",326,"CPFL ENERGIAS RENOVÁVEIS S.A.","2010",772885.5,171,0.37
"816",139,"BICICLETAS MONARK SA","2017",772333.3,170,0.37
"3382",641,"INDÚSTRIAS ROMI S.A.","2012",771016.3,169,0.36
"2955",558,"STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS","2016",770850.5,168,0.36
"182",29,"BANCO DO NORDESTE DO BRASIL SA","2012",769648.4,167,0.36
"2869",523,"PROLAGOS S.A. - CONCESSIONÁRIA DE SERVIÇOS PÚBLICOS DE ÁGUA E ESGOTO","2013",767484,166,0.36
"68",12,"TEKNO S.A. INDÚSTRIA E COMÉRCIO","2015",766921.6,165,0.35
"2521",457,"CONCESSIONÁRIA DAS RODOVIAS AYRTON SENNA E CARVALHO PINTO S/A-ECOPISTAS","2011",765706.4,164,0.35
"2694",488,"SENIOR SOLUTION S.A.","2012",764907.8,163,0.35
"3207",611,"CONSORCIO ALFA DE ADMINISTRAÇÃO SA","2013",763602.5,162,0.35
"2904",534,"MAESTRO LOCADORA DE VEÍCULOS S.A.","2014",762880.7,161,0.35
"1685",314,"CONCESSIONARIA ECOVIAS DOS IMIGRANTES SA","2011",762538.5,160,0.34
"2155",390,"COMPANHIA CELG DE PARTICIPAÇÕES","2014",762203.5,159,0.34
"3112",597,"COMPANHIA PAULISTA DE FORCA LUZ - CPFL","2014",761500,158,0.34
"2833",514,"QUALITY SOFTWARE S.A.","2014",759455.4,157,0.34
"2853",520,"LIBRA TERMINAL RIO S.A. - EM RECUPERAÇÃO JUDICIAL","2016",758472,156,0.34
"579",94,"ESPIRITO SANTO CENTRAIS ELETRICAS SA","2010",758289.6,155,0.33
"250",40,"BANCO MERCANTIL BRASIL SA","2013",758123.5,154,0.33
"1326",244,"COMPANHIA DE SANEAMENTO DE MINAS GERAIS","2016",757613.3,153,0.33
"3385",642,"TÊXTIL RENAUXVIEW S/A","2017",756593.2,152,0.33
"3252",618,"DOHLER S.A.","2015",756166.7,151,0.32
"149",24,"WETZEL S.A. EM RECUPERAÇÃO JUDICIAL","2012",755083.3,150,0.32
"2923",542,"BRQ SOLUÇÕES EM INFORMÁTICA S.A.","2015",754722.6,149,0.32
"77",13,"TELEC. BRASILEIRAS S.A. - TELEBRÁS","2014",753674.2,148,0.32
"1803",334,"CR2 EMPREENDIMENTOS IMOBILIÁRIOS S/A","2014",752866.7,147,0.32
"819",139,"BICICLETAS MONARK SA","2014",752666.7,146,0.31
"3160",603,"KARSTEN SA","2011",751499.5,145,0.31
"1231",220,"LIQ PARTICIPAÇÕES S.A.","2011",750564.3,144,0.31
"2173",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2013",750061.5,143,0.31
"2688",487,"UNICASA INDÚSTRIA DE MÓVEIS S.A.","2011",748700,142,0.31
"2916",540,"BS&C EMPREENDIMENTOS E PARTICIPAÇÕES S.A.","2014",747993.3,141,0.3
"3025",583,"AMPLA ENERGIA E SERVIÇOS S.A.","2013",747899.7,140,0.3
"834",142,"EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.","2011",743755,139,0.3
"3389",642,"TÊXTIL RENAUXVIEW S/A","2013",742759,138,0.3
"66",12,"TEKNO S.A. INDÚSTRIA E COMÉRCIO","2017",739907.9,137,0.29
"2693",488,"SENIOR SOLUTION S.A.","2013",739296.4,136,0.29
"3386",642,"TÊXTIL RENAUXVIEW S/A","2016",738067.1,135,0.29
"3110",597,"COMPANHIA PAULISTA DE FORCA LUZ - CPFL","2016",737666.7,134,0.29
"3111",597,"COMPANHIA PAULISTA DE FORCA LUZ - CPFL","2015",737666.7,133,0.29
"2621",473,"STATKRAFT ENERGIAS RENOVÁVEIS S.A.","2010",737500,132,0.28
"1277",234,"BIOMM SA","2013",736819.5,131,0.28
"3380",641,"INDÚSTRIAS ROMI S.A.","2014",735801.3,130,0.28
"2618",473,"STATKRAFT ENERGIAS RENOVÁVEIS S.A.","2013",733428.3,129,0.28
"2495",453,"QGEP PARTICIPAÇÕES SA","2013",733045.4,128,0.27
"3381",641,"INDÚSTRIAS ROMI S.A.","2013",732476.8,127,0.27
"2414",437,"CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO SA","2010",732182.7,126,0.27
"2855",520,"LIBRA TERMINAL RIO S.A. - EM RECUPERAÇÃO JUDICIAL","2014",731666.7,125,0.27
"549",90,"ENERGISA SA","2017",731476.2,124,0.27
"3057",587,"CIA TECIDOS NORTE DE MINAS - COTEMINAS","2013",730500,123,0.26
"731",123,"RGE SUL DISTRIBUIDORA DE ENERGIA S.A.","2014",730425.4,122,0.26
"743",124,"RIO GRANDE ENERGIA SA","2010",728500,121,0.26
"3010",581,"CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO","2016",728253.4,120,0.26
"2899",533,"YOU INC INCORPORADORA E PARTICIPAÇÕES S.A.","2015",727500,119,0.26
"39",6,"SPRINGER SA","2011",726666.7,118,0.25
"1683",314,"CONCESSIONARIA ECOVIAS DOS IMIGRANTES SA","2013",725409.2,117,0.25
"461",73,"ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.","2014",725321.6,116,0.25
"589",96,"HOPI HARI SA","2014",725046.7,115,0.25
"578",94,"ESPIRITO SANTO CENTRAIS ELETRICAS SA","2011",724574.2,114,0.24
"1241",225,"SANEAMENTO DE GOIAS SA","2016",722182.9,113,0.24
"2870",525,"COSAN LOGÍSTICA S.A.","2017",722177.2,112,0.24
"3627",676,"PETTENATI SA IND TEXTIL","2012",722000,111,0.24
"2759",499,"TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.","2014",721169.4,110,0.24
"2782",504,"RODOVIAS DAS COLINAS S.A.","2014",721169.4,109,0.23
"616",99,"BATTISTELLA ADM E PARTICIPAÇÕES S A","2011",720590,108,0.23
"1806",334,"CR2 EMPREENDIMENTOS IMOBILIÁRIOS S/A","2011",720100,107,0.23
"3541",664,"MINASMAQUINAS SA","2011",720000,106,0.23
"340",53,"YARA BRASIL FERTILIZANTES","2010",718353.2,105,0.23
"421",67,"CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO","2017",717409.8,104,0.22
"1966",360,"COMPANHIA PROVIDENCIA IND E COMERCIO","2012",715761.2,103,0.22
"3042",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2012",714804.1,102,0.22
"217",34,"SANSUY SA INDÚSTRIA  DE PLASTICOS","2017",714375,101,0.22
"1200",213,"ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","2015",714133.4,100,0.21
"139",23,"AZEVEDO & TRAVASSOS SA","2016",713100,99,0.21
"1327",244,"COMPANHIA DE SANEAMENTO DE MINAS GERAIS","2015",712270.4,98,0.21
"3487",657,"MERCANTIL DO BR FINC SA CFI","2017",712242.8,97,0.21
"3011",581,"CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO","2015",711366,96,0.21
"3007",579,"CENTRAIS ELETRICAS DE SANTA CATARINA S.A","2011",711334.2,95,0.2
"341",54,"VALE FERTILIZANTES S.A.","2010",710000,94,0.2
"3208",611,"CONSORCIO ALFA DE ADMINISTRAÇÃO SA","2012",709495.6,93,0.2
"2197",397,"UNIDAS S/A","2012",708109,92,0.2
"422",67,"CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO","2016",705722.2,91,0.19
"1696",317,"RNI NEGÓCIOS IMOBILIÁRIOS S.A.","2017",704315.3,90,0.19
"730",123,"RGE SUL DISTRIBUIDORA DE ENERGIA S.A.","2015",703430.8,89,0.19
"1329",244,"COMPANHIA DE SANEAMENTO DE MINAS GERAIS","2013",702591.4,88,0.19
"2101",380,"BRASIL BROKERS PARTICIPAÇÕES SA","2013",700800,87,0.19
"3314",626,"MASSA FALIDA DA FÁBRICA DE TECIDOS CARLOS RENAUX S.A.","2010",698684.7,86,0.18
"1265",233,"CIA PIRATININGA DE FORÇA E LUZ","2017",698666.7,85,0.18
"2064",375,"SUL AMERICA S/A","2017",698385.1,84,0.18
"2912",537,"FORNO DE MINAS ALIMENTOS S.A.","2016",698215.5,83,0.18
"3525",662,"JEREISSATI PARTICIPAÇÕES S/A","2011",696467.5,82,0.18
"2919",541,"COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS","2015",696348,81,0.17
"1203",213,"ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","2012",695834.2,80,0.17
"821",139,"BICICLETAS MONARK SA","2012",694000,79,0.17
"2685",487,"UNICASA INDÚSTRIA DE MÓVEIS S.A.","2014",693600,78,0.17
"1011",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2016",693073.9,77,0.16
"252",40,"BANCO MERCANTIL BRASIL SA","2011",693000,76,0.16
"2743",496,"NORTEC QUIMICA S.A.","2012",692648.4,75,0.16
"840",143,"EMAE-EMP.METROPOLITANA ÁGUAS ENERGIA S.A","2013",691975.9,74,0.16
"1873",344,"EZ TEC EMPREEND. E PARTICIPAÇÕES S/A","2010",690504.5,73,0.16
"207",32,"RECRUSUL SA","2011",690166.7,72,0.15
"2620",473,"STATKRAFT ENERGIAS RENOVÁVEIS S.A.","2011",690127.8,71,0.15
"1190",209,"CPFL GERAÇÃO DE ENERGIA S/A","2010",688833.3,70,0.15
"2516",457,"CONCESSIONÁRIA DAS RODOVIAS AYRTON SENNA E CARVALHO PINTO S/A-ECOPISTAS","2016",687944.2,69,0.15
"3067",589,"DOCAS INVESTIMENTOS SA","2010",687500,68,0.15
"3635",679,"ALFA HOLDINGS SA","2013",687206.2,67,0.14
"3537",664,"MINASMAQUINAS SA","2015",687000,66,0.14
"3130",599,"GERDAU S.A.","2012",686911.8,65,0.14
"3253",618,"DOHLER S.A.","2014",686833.3,64,0.14
"65",11,"TEKA TECELAGEM KUEHNRICH SA - EM RECUPERAÇÃO JUDICIAL","2010",686543.1,63,0.13
"1330",244,"COMPANHIA DE SANEAMENTO DE MINAS GERAIS","2012",684262.7,62,0.13
"424",67,"CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO","2014",683688.6,61,0.13
"836",143,"EMAE-EMP.METROPOLITANA ÁGUAS ENERGIA S.A","2017",683459,60,0.13
"3092",594,"COMPANHIA INDUSTRIAL CATAGUASES","2017",683405.7,59,0.13
"3044",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2010",683218,58,0.12
"2522",457,"CONCESSIONÁRIA DAS RODOVIAS AYRTON SENNA E CARVALHO PINTO S/A-ECOPISTAS","2010",683166.5,57,0.12
"2670",484,"CONCESSIONARIA RODOVIAS TIETE SA","2011",683000,56,0.12
"3051",586,"CIA SEGUROS ALIANCA BAHIA","2011",682080,55,0.12
"356",57,"TEC TOY S/A","2012",675391,54,0.11
"659",107,"ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR","2016",675178.7,53,0.11
"2977",567,"ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A.","2016",675023.3,52,0.11
"2619",473,"STATKRAFT ENERGIAS RENOVÁVEIS S.A.","2012",674648.8,51,0.11
"120",20,"VULCABRAS|AZALEIA S.A.","2013",674071.4,50,0.11
"92",17,"BANESTES SA BANCO DO ESTADO DO ESPIRITO SANTO","2017",673035.3,49,0.1
"418",65,"CIA ENERGÉTICA DE PERNAMBUCO - CELPE","2012",673031.9,48,0.1
"458",73,"ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.","2017",672753.5,47,0.1
"1800",334,"CR2 EMPREENDIMENTOS IMOBILIÁRIOS S/A","2017",672604.7,46,0.1
"1042",185,"AES TIETE SA","2014",670013.7,45,0.1
"2517",457,"CONCESSIONÁRIA DAS RODOVIAS AYRTON SENNA E CARVALHO PINTO S/A-ECOPISTAS","2015",669296.5,44,0.09
"3041",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2013",667789.8,43,0.09
"71",12,"TEKNO S.A. INDÚSTRIA E COMÉRCIO","2012",667162.7,42,0.09
"721",122,"EMP.NAC. DE COMÉRCIO, RÉDITO E PART. S.A. - ENCORPAR","2017",666666.7,41,0.09
"153",25,"BANCO DO ESTADO DO RIO GRANDE DO SUL SA","2016",665511.1,40,0.08
"67",12,"TEKNO S.A. INDÚSTRIA E COMÉRCIO","2016",665219.6,39,0.08
"111",19,"BANCO DO ESTADO DO PARÁ S/A.","2014",663093.2,38,0.08
"3232",615,"MENDES JUNIOR ENGENHARIA SA","2011",662535.1,37,0.08
"423",67,"CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO","2015",662090,36,0.08
"3146",602,"CIA TECIDOS SANTANENSE","2017",660393.6,35,0.07
"3221",614,"CONST LIX DA CUNHA SA","2014",660000,34,0.07
"3012",581,"CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO","2014",659500,33,0.07
"3511",661,"METALURGICA GERDAU SA","2017",659228.7,32,0.07
"206",32,"RECRUSUL SA","2012",658833.3,31,0.06
"1331",244,"COMPANHIA DE SANEAMENTO DE MINAS GERAIS","2011",657485.4,30,0.06
"93",17,"BANESTES SA BANCO DO ESTADO DO ESPIRITO SANTO","2016",656849.7,29,0.06
"1204",213,"ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","2011",656767.2,28,0.06
"1198",213,"ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","2017",656713.9,27,0.06
"73",12,"TEKNO S.A. INDÚSTRIA E COMÉRCIO","2010",656682.5,26,0.05
"1804",334,"CR2 EMPREENDIMENTOS IMOBILIÁRIOS S/A","2013",656398.9,25,0.05
"3526",662,"JEREISSATI PARTICIPAÇÕES S/A","2010",655787.5,24,0.05
"3538",664,"MINASMAQUINAS SA","2014",654666.7,23,0.05
"314",48,"PBG S/A","2011",654666.7,22,0.05
"1812",335,"CIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELETRICA","2013",654639.7,21,0.04
"2834",514,"QUALITY SOFTWARE S.A.","2013",653275,20,0.04
"2835",514,"QUALITY SOFTWARE S.A.","2012",653275,19,0.04
"2932",545,"CINESYSTEM S.A.","2015",652400,18,0.04
"2868",523,"PROLAGOS S.A. - CONCESSIONÁRIA DE SERVIÇOS PÚBLICOS DE ÁGUA E ESGOTO","2014",652282.6,17,0.03
"823",139,"BICICLETAS MONARK SA","2010",651900,16,0.03
"1988",363,"CAMBUCI SA","2014",651399.2,15,0.03
"1680",314,"CONCESSIONARIA ECOVIAS DOS IMIGRANTES SA","2016",650082.4,14,0.03
"576",94,"ESPIRITO SANTO CENTRAIS ELETRICAS SA","2013",650000,13,0.03
"373",59,"BRB-BANCO DE BRASILIA SA","2011",649955.5,12,0.02
"61",11,"TEKA TECELAGEM KUEHNRICH SA - EM RECUPERAÇÃO JUDICIAL","2014",649544.4,11,0.02
"820",139,"BICICLETAS MONARK SA","2013",649000,10,0.02
"3628",676,"PETTENATI SA IND TEXTIL","2011",648800,9,0.02
"50",8,"BANCO DO ESTADO DE SERGIPE SA","2016",646598.3,8,0.02
"2066",375,"SUL AMERICA S/A","2015",646514.1,7,0.01
"3470",654,"MANUFATURA DE  BRINQUEDOS ESTRELA SA","2016",645771.2,6,0.01
"1188",209,"CPFL GERAÇÃO DE ENERGIA S/A","2012",645166.7,5,0.01
"1010",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2017",643831.1,4,0.01
"51",8,"BANCO DO ESTADO DE SERGIPE SA","2015",643569.2,3,0
"2100",380,"BRASIL BROKERS PARTICIPAÇÕES SA","2014",643200,2,0
"2065",375,"SUL AMERICA S/A","2016",643120.2,1,0
"357",57,"TEC TOY S/A","2011",642623.2,443,1
"2854",520,"LIBRA TERMINAL RIO S.A. - EM RECUPERAÇÃO JUDICIAL","2015",641000,442,1
"3131",599,"GERDAU S.A.","2011",640608,441,1
"1187",209,"CPFL GERAÇÃO DE ENERGIA S/A","2013",640500,440,0.99
"1989",363,"CAMBUCI SA","2013",640238.4,439,0.99
"3254",618,"DOHLER S.A.","2013",639166.7,438,0.99
"3636",679,"ALFA HOLDINGS SA","2012",636919,437,0.99
"625",100,"NEOENERGIA S.A","2010",636810.8,436,0.98
"425",67,"CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO","2013",636768.6,435,0.98
"532",86,"DIXIE TOGA SA","2010",636567.3,434,0.98
"426",67,"CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO","2012",636553.7,433,0.98
"2683",487,"UNICASA INDÚSTRIA DE MÓVEIS S.A.","2016",634666.7,432,0.98
"2624",474,"EMPREENDIMENTOS PAGUE MENOS SA","2015",633928.6,431,0.97
"140",23,"AZEVEDO & TRAVASSOS SA","2015",633583.9,430,0.97
"208",32,"RECRUSUL SA","2010",633500,429,0.97
"2519",457,"CONCESSIONÁRIA DAS RODOVIAS AYRTON SENNA E CARVALHO PINTO S/A-ECOPISTAS","2013",633296.1,428,0.97
"2786",505,"ALTUS SISTEMA DE AUTOMAÇÃO S.A.","2015",632988.5,427,0.96
"3129",599,"GERDAU S.A.","2013",631923.7,426,0.96
"154",25,"BANCO DO ESTADO DO RIO GRANDE DO SUL SA","2015",631444.4,425,0.96
"2920",541,"COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS","2014",631085,424,0.96
"3539",664,"MINASMAQUINAS SA","2013",630666.7,423,0.95
"3469",654,"MANUFATURA DE  BRINQUEDOS ESTRELA SA","2017",630482,422,0.95
"1813",335,"CIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELETRICA","2012",630124.5,421,0.95
"452",70,"CIA ELETRICIDADE DA BAHIA","2010",629250.1,420,0.95
"3093",594,"COMPANHIA INDUSTRIAL CATAGUASES","2016",628961.7,419,0.95
"3196",610,"CONSERVAS ODERICH SA","2016",627663.1,418,0.94
"3630",678,"QGN PARTICIPAÇÕES SA","2010",626733.2,417,0.94
"3370",640,"BAHEMA SA","2016",626666.7,416,0.94
"577",94,"ESPIRITO SANTO CENTRAIS ELETRICAS SA","2012",626041.8,415,0.94
"660",107,"ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR","2015",625641.9,414,0.93
"924",156,"CONCES DA ROD OSÓRIO-POA S/A - CONCEPA","2013",625293.4,413,0.93
"742",124,"RIO GRANDE ENERGIA SA","2011",623750,412,0.93
"2152",390,"COMPANHIA CELG DE PARTICIPAÇÕES","2017",623105.9,411,0.93
"417",65,"CIA ENERGÉTICA DE PERNAMBUCO - CELPE","2013",622982.4,410,0.93
"3509",659,"METALGRAFICA IGUACU SA","2010",622406.5,409,0.92
"1271",233,"CIA PIRATININGA DE FORÇA E LUZ","2011",621000,408,0.92
"3488",657,"MERCANTIL DO BR FINC SA CFI","2016",620933.3,407,0.92
"1211",214,"EMPR. CONCESS. DE RODOVIAS DO NORTE S.A.","2012",620707.6,406,0.92
"151",24,"WETZEL S.A. EM RECUPERAÇÃO JUDICIAL","2010",619716.7,405,0.91
"3286",622,"WEG SA","2013",618055.5,404,0.91
"1814",335,"CIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELETRICA","2011",617223.9,403,0.91
"52",8,"BANCO DO ESTADO DE SERGIPE SA","2014",616638.6,402,0.91
"1268",233,"CIA PIRATININGA DE FORÇA E LUZ","2014",615833.3,401,0.9
"1090",194,"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ","2017",614944.4,400,0.9
"90",15,"TELEMAR NORTE LESTE SA","2010",613690,399,0.9
"3014",581,"CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO","2012",613112.2,398,0.9
"3059",587,"CIA TECIDOS NORTE DE MINAS - COTEMINAS","2011",613000,397,0.9
"658",107,"ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR","2017",612267.9,396,0.89
"3289",622,"WEG SA","2010",612121.2,395,0.89
"732",123,"RGE SUL DISTRIBUIDORA DE ENERGIA S.A.","2013",612069.1,394,0.89
"3599",673,"PANATLANTICA SA","2017",611333.3,393,0.89
"2686",487,"UNICASA INDÚSTRIA DE MÓVEIS S.A.","2013",610000,392,0.88
"3319",629,"FIBAM CIA INDUSTRIAL - EM RECUPERAÇÃO JUDICIAL","2013",609037.4,391,0.88
"2860",521,"AGUAS GUARIROBA S.A.","2014",608679.3,390,0.88
"2663",482,"COMPANHIA DE LOCAÇÃO DAS AMERICAS","2010",608279.2,389,0.88
"1041",183,"CENTRAIS ELÉTRICAS DO PARÁ S.A. - CELPA","2010",607142.9,388,0.88
"2741",496,"NORTEC QUIMICA S.A.","2014",606666.7,387,0.87
"1130",200,"CPFL ENERGIA SA","2010",606587,386,0.87
"3540",664,"MINASMAQUINAS SA","2012",604000,385,0.87
"2389",434,"COMPANHIA PAULISTA DE SECURITIZAÇÃO","2015",602126.2,384,0.87
"94",17,"BANESTES SA BANCO DO ESTADO DO ESPIRITO SANTO","2015",601205.5,383,0.86
"3075",591,"CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA","2015",601102,382,0.86
"1945",357,"MINERVA S/A","2012",599722.4,381,0.86
"2665",484,"CONCESSIONARIA RODOVIAS TIETE SA","2016",599500,380,0.86
"141",23,"AZEVEDO & TRAVASSOS SA","2014",597764.7,379,0.86
"3471",654,"MANUFATURA DE  BRINQUEDOS ESTRELA SA","2015",597131.7,378,0.85
"3255",618,"DOHLER S.A.","2012",597000,377,0.85
"2742",496,"NORTEC QUIMICA S.A.","2013",596000,376,0.85
"3040",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2014",595460.5,375,0.85
"3285",622,"WEG SA","2014",594890.9,374,0.84
"3390",642,"TÊXTIL RENAUXVIEW S/A","2012",592271,373,0.84
"3391",642,"TÊXTIL RENAUXVIEW S/A","2011",592271,372,0.84
"3392",642,"TÊXTIL RENAUXVIEW S/A","2010",592271,371,0.84
"460",73,"ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.","2015",591051,370,0.83
"736",124,"RIO GRANDE ENERGIA SA","2017",590666.7,369,0.83
"155",25,"BANCO DO ESTADO DO RIO GRANDE DO SUL SA","2014",589428.6,368,0.83
"1802",334,"CR2 EMPREENDIMENTOS IMOBILIÁRIOS S/A","2015",588357.7,367,0.83
"2462",445,"CONCESSIONARIA AUTO RAPOSO TAVARES SA-CART","2010",587386.5,366,0.83
"921",156,"CONCES DA ROD OSÓRIO-POA S/A - CONCEPA","2016",586110.4,365,0.82
"2460",445,"CONCESSIONARIA AUTO RAPOSO TAVARES SA-CART","2012",585000,364,0.82
"1635",305,"CEMIG DISTRIBUIÇÃO S/A","2012",582560.8,363,0.82
"1083",193,"TERMINAL GARAGEM MENEZES CORTES SA","2016",582299.5,362,0.82
"2788",505,"ALTUS SISTEMA DE AUTOMAÇÃO S.A.","2013",581468.6,361,0.81
"1013",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2014",580907.2,360,0.81
"427",67,"CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO","2011",580841,359,0.81
"573",94,"ESPIRITO SANTO CENTRAIS ELETRICAS SA","2016",580000,358,0.81
"702",118,"CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE","2012",578994.2,357,0.81
"2387",434,"COMPANHIA PAULISTA DE SECURITIZAÇÃO","2017",578820.6,356,0.8
"3288",622,"WEG SA","2011",578634.3,355,0.8
"741",124,"RIO GRANDE ENERGIA SA","2012",577416.7,354,0.8
